"Name"	"Gender"	"PercentFemale"	"PercentMale"	"RangeStart"	"RangeEnd"	"nothing"	"year"	"author"	"title"
"Richard"	"M"	0.3	99.7	1909	1974	807	1979	"Bach, Richard"	"There's No Such Place as Far Away"
"Peter"	"M"	0.3	99.7	1909	1974	808	1979	"Benchley, Peter"	"The Island"
"Ruth Beebe"	"F"	99.7	0.3	1909	1974	809	1979	"Hill, Ruth Beebe"	"Hanta Yo"
"James"	"M"	0.4	99.6	1910	1975	810	1980	"Michener, James A."	"The Covenant"
"Robert"	"M"	0.4	99.6	1910	1975	811	1980	"Ludlum, Robert"	"The Bourne Identity"
"Sidney"	"M"	6.2	93.8	1910	1975	812	1980	"Sheldon, Sidney"	"Rage of Angels"
"Judith"	"F"	99.7	0.3	1910	1975	813	1980	"Krantz, Judith"	"Princess Daisy"
"Stephen"	"M"	0.3	99.7	1910	1975	814	1980	"King, Stephen"	"Firestarter"
"Ken"	"M"	0.1	99.9	1910	1975	815	1980	"Follett, Ken"	"The Key to Rebecca"
"Belva"	"F"	100	0	1910	1975	816	1980	"Plain, Belva"	"Random Winds"
"Frederick"	"M"	0.4	99.6	1910	1975	817	1980	"Forsyth, Frederick"	"The Devil's Alternative"
"Larry And Dominique Lapierre"	"M"	0.4	99.6	1910	1975	818	1980	"Collins, Larry and Dominique Lapierre"	"The Fifth Horseman"
"Borchgrave Arnaud And Robert Moss"	"M"	0.4	99.6	1910	1975	819	1980	"de Borchgrave, Arnaud and Robert Moss"	"The Spike"
"Cynthia"	"F"	99.8	0.2	1910	1975	820	1980	"Freeman, Cynthia"	"Come Pour the Wine"
"Erica"	"F"	99.5	0.5	1910	1975	821	1980	"Jong, Erica"	"Fanny, Being the True History of the Adventures of Fanny Hackabout Jones"
"E.l"	"M"	0	0	1910	1975	822	1980	"Doctorow, E.L."	"Loon Lake"
"Taylor"	"M"	5.8	94.2	1910	1975	823	1980	"Caldwell, Taylor"	"Answer as a Man"
"Lawrence"	"M"	0.4	99.6	1910	1975	824	1980	"Sanders, Lawrence"	"The Tenth Commandment"
"James"	"M"	0.4	99.6	1911	1976	825	1981	"Clavell, James"	"Noble House"
"John"	"M"	0.4	99.6	1911	1976	826	1981	"Irving, John"	"The Hotel New Hampshire"
"Stephen"	"M"	0.3	99.7	1911	1976	827	1981	"King, Stephen"	"Cujo"
"Colleen"	"F"	99.8	0.2	1911	1976	828	1981	"McCullough, Colleen"	"An Indecent Obsession"
"Martin Cruz"	"M"	0.5	99.5	1911	1976	829	1981	"Smith, Martin Cruz"	"Gorky Park"
"Kit"	"M"	33.3	66.7	1911	1976	830	1981	"Williams, Kit"	"Masquerade"
"Harold"	"M"	0.5	99.5	1911	1976	831	1981	"Robbins, Harold"	"Goodbye, Janette"
"Lawrence"	"M"	0.4	99.6	1911	1976	832	1981	"Sanders, Lawrence"	"The Third Deadly Sin"
"Joseph"	"M"	0.4	99.6	1911	1976	833	1981	"Wambaugh, Joseph"	"The Glitter Dome"
"Cynthia"	"F"	99.8	0.2	1911	1976	834	1981	"Freeman, Cynthia"	"No Time for Tears"
"Frank"	"M"	0.5	99.5	1911	1976	835	1981	"Herbert, Frank"	"God Emperor of Dune"
"Howard"	"M"	0.5	99.5	1911	1976	836	1981	"Fast, Howard"	"The Legacy"
"Andrew"	"M"	0.5	99.5	1911	1976	837	1981	"Greeley, Andrew M."	"The Cardinal Sins"
"Paul"	"M"	0.4	99.6	1911	1976	838	1981	"Erdman, Paul"	"The Last Days of America"
"John"	"M"	0.4	99.6	1911	1976	839	1981	"MacDonald, John D."	"Free Fall in Crimson"
"William"	"M"	0.4	99.6	1912	1977	840	1982	"Kotzwinkle, William"	"E.T., the Extra-Terrestrial Storybook"
"James"	"M"	0.4	99.6	1912	1977	841	1982	"Michener, James A."	"Space"
"Robert"	"M"	0.4	99.6	1912	1977	842	1982	"Ludlum, Robert"	"The Parsifal Mosaic"
"Sidney"	"M"	6.3	93.7	1912	1977	843	1982	"Sheldon, Sidney"	"Master of the Game"
"Judith"	"F"	99.7	0.3	1912	1977	844	1982	"Krantz, Judith"	"Mistral's Daughter"
"Jean"	"F"	97.1	2.9	1912	1977	845	1982	"Auel, Jean M."	"The Valley of Horses"
"Stephen"	"M"	0.3	99.7	1912	1977	846	1982	"King, Stephen"	"Different Seasons"
"John"	"M"	0.4	99.6	1912	1977	847	1982	"Jakes, John"	"North and South"
"Arthur"	"M"	0.6	99.4	1912	1977	848	1982	"Clarke, Arthur C."	"2010: Odyssey Two"
"Ken"	"M"	0.1	99.9	1912	1977	849	1982	"Follett, Ken"	"The Man from St. Petersburg"
"Jeffrey"	"M"	0.3	99.7	1912	1977	850	1982	"Archer, Jeffrey"	"The Prodigal Daughter"
"Isaac"	"M"	0.6	99.4	1912	1977	851	1982	"Asimov, Isaac"	"Foundation's Edge"
"Danielle"	"F"	99.3	0.7	1912	1977	852	1982	"Steel, Danielle"	"Crossings"
"Stephen"	"M"	0.3	99.7	1912	1977	853	1982	"Donaldson, Stephen R."	"The One Tree: Book Two of The Second Chronicles of Thomas Covenant"
"Harold"	"M"	0.5	99.5	1912	1977	854	1982	"Robbins, Harold"	"Spellbinder"
"Joan Adapt"	"F"	99.5	0.5	1913	1978	855	1983	"Vinge, Joan D., adapt."	"Return of the Jedi Storybook"
"James"	"M"	0.4	99.6	1913	1978	856	1983	"Michener, James A."	"Poland"
"Stephen"	"M"	0.3	99.7	1913	1978	857	1983	"King, Stephen"	"Pet Sematary"
"Carre John"	"F"	100	0	1913	1978	858	1983	"Le Carre, John"	"The Little Drummer Girl"
"Stephen"	"M"	0.3	99.7	1913	1978	859	1983	"King, Stephen"	"Christine"
"Danielle"	"F"	99.3	0.7	1913	1978	860	1983	"Steel, Danielle"	"Changes"
"Umberto"	"M"	0	100	1913	1978	861	1983	"Eco, Umberto"	"The Name of the Rose"
"Stephen"	"M"	0.3	99.7	1913	1978	862	1983	"Donaldson, Stephen R."	"White Gold Wielder: Book Three of The Second Chronicles of Thomas Covenant"
"Jackie"	"F"	52.6	47.4	1913	1978	863	1983	"Collins, Jackie"	"Hollywood Wives"
"Louis"	"M"	0.7	99.3	1913	1978	864	1983	"L'Amour, Louis"	"The Lonesome Gods"
"Bill And Thomas Chastain"	"M"	0.5	99.5	1913	1978	865	1983	"Adler, Bill and Thomas Chastain"	"Who Killed the Robins Family?"
"Isaac"	"M"	0.7	99.3	1913	1978	866	1983	"Asimov, Isaac"	"The Robots of Dawn"
"Judith"	"F"	99.7	0.3	1913	1978	867	1983	"Rossner, Judith"	"August"
"Norman"	"M"	0.7	99.3	1913	1978	868	1983	"Mailer, Norman"	"Ancient Evenings"
"Anne"	"F"	99.7	0.3	1913	1978	869	1983	"McCaffrey, Anne"	"Moreta: Dragonlady of Pern"
"Stephen And Peter Straub"	"M"	0.3	99.7	1914	1979	870	1984	"King, Stephen and Peter Straub"	"The Talisman"
"Robert"	"M"	0.4	99.6	1914	1979	871	1984	"Ludlum, Robert"	"The Aquitaine Progression"
"Mario"	"M"	1.1	98.9	1914	1979	872	1984	"Puzo, Mario"	"The Sicilian"
"John"	"M"	0.4	99.6	1914	1979	873	1984	"Jakes, John"	"Love and War"
"Seuss"	"M"	0	0	1914	1979	874	1984	"Dr. Seuss"	"The Butter Battle Book"
"Helen Hooven"	"F"	99.7	0.3	1914	1979	875	1984	"Santmyer, Helen Hooven"	". . . And the Ladies of the Club"
"Frederick"	"M"	0.4	99.6	1914	1979	876	1984	"Forsyth, Frederick"	"The Fourth Protocol"
"Danielle"	"F"	99.3	0.7	1914	1979	877	1984	"Steel, Danielle"	"Full Circle"
"Joan"	"F"	99.5	0.5	1914	1979	878	1984	"Rivers, Joan"	"The Life and Hard Times of Heidi Abromowitz"
"Gore"	"M"	0	0	1914	1979	879	1984	"Vidal, Gore"	"Lincoln: A Novel"
"Louis"	"M"	0.7	99.3	1914	1979	880	1984	"L'Amour, Louis"	"The Walking Drum"
"Leon"	"M"	0.9	99.1	1914	1979	881	1984	"Uris, Leon"	"The Haj"
"Arthur"	"M"	0.6	99.4	1914	1979	882	1984	"Haley, Arthur"	"Strong Medicine"
"Jeffrey"	"M"	0.3	99.7	1914	1979	883	1984	"Archer, Jeffrey"	"First Among Equals"
"Joan"	"F"	99.5	0.5	1914	1979	884	1984	"Vinge, Joan D."	"The Dune Storybook"
"Jean"	"F"	97	3	1915	1980	885	1985	"Auel, Jean M."	"The Mammoth Hunters"
"James"	"M"	0.4	99.6	1915	1980	886	1985	"Michener, James A."	"Texas"
"Garrison"	"M"	0	100	1915	1980	887	1985	"Keillor, Garrison"	"Lake Wobegon Days"
"Sidney"	"M"	6.5	93.5	1915	1980	888	1985	"Sheldon, Sidney"	"If Tomorrow Comes"
"Stephen"	"M"	0.3	99.7	1915	1980	889	1985	"King, Stephen"	"Skeleton Crew"
"Danielle"	"F"	99.3	0.7	1915	1980	890	1985	"Steel, Danielle"	"Secrets"
"Carl"	"M"	0.6	99.4	1915	1980	891	1985	"Sagan, Carl"	"Contact"
"Jackie"	"F"	52.8	47.2	1915	1980	892	1985	"Collins, Jackie"	"Lucky"
"Danielle"	"F"	99.3	0.7	1915	1980	893	1985	"Steel, Danielle"	"Family Album"
"Louis"	"M"	0.7	99.3	1915	1980	894	1985	"L'Amour, Louis"	"Jubal Sackett"
"Stephen"	"M"	0.3	99.7	1915	1980	895	1985	"King, Stephen"	"Thinner"
"John"	"M"	0.4	99.6	1915	1980	896	1985	"Irving, John"	"Cider House Rules"
"Tom"	"M"	0.5	99.5	1915	1980	897	1985	"Clancy, Tom"	"The Hunt for Red October"
"Lawrence"	"M"	0.5	99.5	1915	1980	898	1985	"Sanders, Lawrence"	"The Fourth Deadly Sin"
"Herman"	"M"	0.7	99.3	1915	1980	899	1985	"Wouk, Herman"	"Inside, Outside"
"Stephen"	"M"	0.3	99.7	1916	1981	900	1986	"King, Stephen"	"It"
"Tom"	"M"	0.5	99.5	1916	1981	901	1986	"Clancy, Tom"	"Red Storm Rising"
"James"	"M"	0.5	99.5	1916	1981	902	1986	"Clavell, James"	"Whirlwind"
"Robert"	"M"	0.4	99.6	1916	1981	903	1986	"Ludlum, Robert"	"The Bourne Supremacy"
"Jackie"	"F"	52.8	47.2	1916	1981	904	1986	"Collins, Jackie"	"Hollywood Husbands"
"Danielle"	"F"	99.3	0.7	1916	1981	905	1986	"Steel, Danielle"	"Wanderlust"
"Judith"	"F"	99.7	0.3	1916	1981	906	1986	"Krantz, Judith"	"I'll Take Manhattan"
"Louis"	"M"	0.7	99.3	1916	1981	907	1986	"L'Amour, Louis"	"Last of the Breed"
"Pat"	"M"	61.4	38.6	1916	1981	908	1986	"Conroy, Pat"	"The Prince of Tides"
"Carre John"	"F"	100	0	1916	1981	909	1986	"Le Carre, John"	"A Perfect Spy"
"Jeffrey"	"M"	0.3	99.7	1916	1981	910	1986	"Archer, Jeffrey"	"A Matter of Honor"
"Ken"	"M"	0.1	99.9	1916	1981	911	1986	"Follett, Ken"	"Lie Down with Lions"
"Lawrence"	"M"	0.5	99.5	1916	1981	912	1986	"Sanders, Lawrence"	"The Eighth Commandment"
"Barbara Taylor"	"F"	99.7	0.3	1916	1981	913	1986	"Bradford, Barbara Taylor"	"Act of Will"
"Clive"	"M"	0	100	1916	1981	914	1986	"Cussler, Clive"	"Cyclops"
"Stephen"	"M"	0.3	99.7	1917	1982	915	1987	"King, Stephen"	"The Tommyknockers"
"Tom"	"M"	0.4	99.6	1917	1982	916	1987	"Clancy, Tom"	"Patriot Games"
"Danielle"	"F"	99.3	0.7	1917	1982	917	1987	"Steel, Danielle"	"Kaleidoscope"
"Stephen"	"M"	0.3	99.7	1917	1982	918	1987	"King, Stephen"	"Misery"
"Garrison"	"M"	0	100	1917	1982	919	1987	"Keillor, Garrison"	"Leaving Home: A Collection of Lake Wobegon Stories"
"Sidney"	"M"	6.7	93.3	1917	1982	920	1987	"Sheldon, Sidney"	"Windmills of the Gods"
"Scott"	"M"	0.3	99.7	1917	1982	921	1987	"Turow, Scott"	"Presumed Innocent"
"Danielle"	"F"	99.3	0.7	1917	1982	922	1987	"Steel, Danielle"	"Fine Things"
"John"	"M"	0.4	99.6	1917	1982	923	1987	"Jakes, John"	"Heaven and Hell"
"Stephen"	"M"	0.3	99.7	1917	1982	924	1987	"King, Stephen"	"The Eyes of the Dragon"
"Louis"	"M"	0.7	99.3	1917	1982	925	1987	"L'Amour, Louis"	"The Haunted Mesa"
"Tom"	"M"	0.4	99.6	1917	1982	926	1987	"Wolfe, Tom"	"The Bonfire of the Vanities"
"James"	"M"	0.5	99.5	1917	1982	927	1987	"Michener, James A."	"Legacy"
"Arthur"	"M"	0.7	99.3	1917	1982	928	1987	"Clarke, Arthur C."	"2061: Odyssey Three"
"Mary Higgins"	"F"	99.6	0.4	1917	1982	929	1987	"Clark, Mary Higgins"	"Weep No More My Lady"
"Tom"	"M"	0.4	99.6	1918	1983	930	1988	"Clancy, Tom"	"The Cardinal of the Kremlin"
"Sidney"	"M"	6.8	93.2	1918	1983	931	1988	"Sheldon, Sidney"	"The Sands of Time"
"Danielle"	"F"	99.3	0.7	1918	1983	932	1988	"Steel, Danielle"	"Zoya"
"Robert"	"M"	0.4	99.6	1918	1983	933	1988	"Ludlum, Robert"	"The Icarus Agenda"
"James"	"M"	0.5	99.5	1918	1983	934	1988	"Michener, James A."	"Alaska"
"Judith"	"F"	99.7	0.3	1918	1983	935	1988	"Krantz, Judith"	"Till We Meet Again"
"Anne"	"F"	99.7	0.3	1918	1983	936	1988	"Rice, Anne"	"The Queen of the Damned"
"Barbara Taylor"	"F"	99.7	0.3	1918	1983	937	1988	"Bradford, Barbara Taylor"	"To Be the Best"
"Richard"	"M"	0.4	99.6	1918	1983	938	1988	"Bach, Richard"	"One: A Novel"
"Leon"	"M"	0.9	99.1	1918	1983	939	1988	"Uris, Leon"	"Mitla Pass"
"Tom"	"M"	0.4	99.6	1918	1983	940	1988	"Wolfe, Tom"	"The Bonfire of the Vanities"
"Stephen"	"M"	0.3	99.7	1918	1983	941	1988	"Coonts, Stephen"	"Final Flight"
"Jackie"	"F"	53	47	1918	1983	942	1988	"Collins, Jackie"	"Rock Star"
"Wilhelm"	"M"	0	100	1918	1983	943	1988	"Grimm, Wilhelm"	"Dear Mili"
"Dick"	"M"	0.3	99.7	1918	1983	944	1988	"Francis, Dick"	"Hot Money"
"Tom"	"M"	0.4	99.6	1919	1984	945	1989	"Clancy, Tom"	"Clear and Present Danger"
"Stephen"	"M"	0.3	99.7	1919	1984	946	1989	"King, Stephen"	"The Dark Half"
"Danielle"	"F"	99.3	0.7	1919	1984	947	1989	"Steel, Danielle"	"Daddy"
"Danielle"	"F"	99.3	0.7	1919	1984	948	1989	"Steel, Danielle"	"Star"
"James"	"M"	0.5	99.5	1919	1984	949	1989	"Michener, James A."	"Caribbean"
"Salman"	"M"	0	100	1919	1984	950	1989	"Rushdie, Salman"	"The Satanic Verses"
"Carre John"	"F"	100	0	1919	1984	951	1989	"Le Carre, John"	"The Russia House"
"Ken"	"M"	0.1	99.9	1919	1984	952	1989	"Follett, Ken"	"The Pillars of the Earth"
"John"	"M"	0.4	99.6	1919	1984	953	1989	"Jakes, John"	"California Gold"
"Mary Higgins"	"F"	99.6	0.4	1919	1984	954	1989	"Clark, Mary Higgins"	"While My Pretty One Sleeps"
"Dean"	"M"	1.7	98.3	1919	1984	955	1989	"Koontz, Dean R."	"Midnight"
"Jimmy"	"M"	0.8	99.2	1919	1984	956	1989	"Stewart, Jimmy"	"Jimmy Stewart and His Poems"
"Frederick"	"M"	0.5	99.5	1919	1984	957	1989	"Forsyth, Frederick"	"The Negotiator"
"Dick"	"M"	0.2	99.8	1919	1984	958	1989	"Francis, Dick"	"Straight"
"Martin Cruz"	"M"	0.5	99.5	1919	1984	959	1989	"Smith, Martin Cruz"	"Polar Star"
"Jean"	"F"	96.7	3.3	1920	1985	960	1990	"Auel, Jean M."	"The Plains of Passage"
"Stephen"	"M"	0.3	99.7	1920	1985	961	1990	"King, Stephen"	"Four Past Midnight"
"Scott"	"M"	0.3	99.7	1920	1985	962	1990	"Turow, Scott"	"The Burden of Proof"
"Sidney"	"M"	7.2	92.8	1920	1985	963	1990	"Sheldon, Sidney"	"Memories of Midnight"
"Danielle"	"F"	99.3	0.7	1920	1985	964	1990	"Steel, Danielle"	"Message from Nam"
"Robert"	"M"	0.4	99.6	1920	1985	965	1990	"Ludlum, Robert"	"The Bourne Ultimatum"
"Stephen"	"M"	0.3	99.7	1920	1985	966	1990	"King, Stephen"	"The Stand"
"Jackie"	"F"	53.1	46.9	1920	1985	967	1990	"Collins, Jackie"	"Lady Boss"
"Anne"	"F"	99.7	0.3	1920	1985	968	1990	"Rice, Anne"	"The Witching Hour"
"Rosamunde"	"F"	0	0	1920	1985	969	1990	"Pilcher, Rosamunde"	"September"
"Judith"	"F"	99.7	0.3	1920	1985	970	1990	"Krantz, Judith"	"Dazzle"
"Dean"	"M"	1.7	98.3	1920	1985	971	1990	"Koontz, Dean R."	"The Bad Place"
"Barbara Taylor"	"F"	99.7	0.3	1920	1985	972	1990	"Bradford, Barbara Taylor"	"The Women in His Life"
"Colleen"	"F"	99.8	0.2	1920	1985	973	1990	"McCullough, Colleen"	"The First Man in Rome"
"Clive"	"M"	0	100	1920	1985	974	1990	"Cussler, Clive"	"Dragon"
"Alexandra"	"F"	99.2	0.8	1921	1986	975	1991	"Ripley, Alexandra"	"Scarlett: The Sequel to Margaret Mitchell's Gone with the Wind,"
"Tom"	"M"	0.4	99.6	1921	1986	976	1991	"Clancy, Tom"	"The Sum of All Fears"
"Stephen"	"M"	0.4	99.6	1921	1986	977	1991	"King, Stephen"	"Needful Things"
"Danielle"	"F"	99.3	0.7	1921	1986	978	1991	"Steel, Danielle"	"No Greater Love"
"Danielle"	"F"	99.3	0.7	1921	1986	979	1991	"Steel, Danielle"	"Heartbeat"
"Sidney"	"M"	7.4	92.6	1921	1986	980	1991	"Sheldon, Sidney"	"The Doomsday Conspiracy"
"John"	"M"	0.4	99.6	1921	1986	981	1991	"Grisham, John"	"The Firm"
"Ken"	"M"	0.1	99.9	1921	1986	982	1991	"Follett, Ken"	"Night Over Water"
"Barbara Taylor"	"F"	99.7	0.3	1921	1986	983	1991	"Bradford, Barbara Taylor"	"Remember"
"Mary Higgins"	"F"	99.6	0.4	1921	1986	984	1991	"Clark, Mary Higgins"	"Loves Music, Loves to Dance"
"Dean"	"M"	1.7	98.3	1921	1986	985	1991	"Koontz, Dean R."	"Cold Fire"
"Amy"	"F"	99.7	0.3	1921	1986	986	1991	"Tan, Amy"	"The Kitchen God's Wife"
"Judith"	"F"	99.7	0.3	1921	1986	987	1991	"Michael, Judith"	"Sleeping Beauty"
"Timothy"	"M"	0.4	99.6	1921	1986	988	1991	"Zahn, Timothy"	"Star Wars: Heir to the Empire"
"Garrison"	"M"	0	100	1921	1986	989	1991	"Keillor, Garrison"	"WLT: A Radio Romance"
"Stephen"	"M"	0.4	99.6	1922	1987	990	1992	"King, Stephen"	"Dolores Claiborne"
"John"	"M"	0.4	99.6	1922	1987	991	1992	"Grisham, John"	"The Pelican Brief"
"Stephen"	"M"	0.4	99.6	1922	1987	992	1992	"King, Stephen"	"Gerald's Game"
"Danielle"	"F"	99.3	0.7	1922	1987	993	1992	"Steel, Danielle"	"Mixed Blessings"
"Danielle"	"F"	99.3	0.7	1922	1987	994	1992	"Steel, Danielle"	"Jewels"
"Sidney"	"M"	7.6	92.4	1922	1987	995	1992	"Sheldon, Sidney"	"The Stars Shine Down"
"Anne"	"F"	99.7	0.3	1922	1987	996	1992	"Rice, Anne"	"Tale of the Body Thief"
"James"	"M"	0.5	99.5	1922	1987	997	1992	"Michener, James A."	"Mexico"
"Terry"	"M"	19.4	80.6	1922	1987	998	1992	"McMillan, Terry"	"Waiting to Exhale"
"Mary Higgins"	"F"	99.6	0.4	1922	1987	999	1992	"Clark, Mary Higgins"	"All Around the Town"
"Judith"	"F"	99.7	0.3	1922	1987	1000	1992	"Krantz, Judith"	"Scruples Two"
"Clive"	"M"	0	100	1922	1987	1001	1992	"Cussler, Clive"	"Sabara"
"Dean"	"M"	1.7	98.3	1922	1987	1002	1992	"Koontz, Dean R."	"Hideaway"
"Robert"	"M"	0.4	99.6	1922	1987	1003	1992	"Ludlum, Robert"	"The Road to Omaha"
"Timothy"	"M"	0.4	99.6	1922	1987	1004	1992	"Zahn, Timothy"	"Star Wars: Dark Force Rising"
"James Robert"	"M"	0.5	99.5	1923	1988	1005	1993	"Waller, James Robert"	"The Bridges of Madison County"
"John"	"M"	0.4	99.6	1923	1988	1006	1993	"Grisham, John"	"The Client"
"James Robert"	"M"	0.5	99.5	1923	1988	1007	1993	"Waller, James Robert"	"Slow Waltz at Cedar Bend"
"Tom"	"M"	0.4	99.6	1923	1988	1008	1993	"Clancy, Tom"	"Without Remorse"
"Stephen"	"M"	0.4	99.6	1923	1988	1009	1993	"King, Stephen"	"Nightmares and Dreamscapes"
"Danielle"	"F"	99.3	0.7	1923	1988	1010	1993	"Steel, Danielle"	"Vanished"
"Anne"	"F"	99.7	0.3	1923	1988	1011	1993	"Rice, Anne"	"Lasher"
"Scott"	"M"	0.4	99.6	1923	1988	1012	1993	"Turow, Scott"	"Pleading Guilty"
"Laura"	"F"	99.7	0.3	1923	1988	1013	1993	"Esquivel, Laura"	"Like Water for Chocolate"
"Robert"	"M"	0.4	99.6	1923	1988	1014	1993	"Ludlum, Robert"	"The Scorpio Illusion"
"Nick"	"M"	0.4	99.6	1923	1988	1015	1993	"Bantock, Nick"	"The Golden Mean"
"Mary Higgins"	"F"	99.6	0.4	1923	1988	1016	1993	"Clark, Mary Higgins"	"I'll Be Seeing You"
"Ken"	"M"	0.1	99.9	1923	1988	1017	1993	"Follett, Ken"	"A Dangerous Fortune"
"Dean"	"M"	1.6	98.4	1923	1988	1018	1993	"Koontz, Dean"	"Mr. Murder"
"James"	"M"	0.5	99.5	1923	1988	1019	1993	"Clavell, James"	"Gai-Jin"
"John"	"M"	0.4	99.6	1924	1989	1020	1994	"Grisham, John"	"The Chamber"
"Tom"	"M"	0.4	99.6	1924	1989	1021	1994	"Clancy, Tom"	"Debt of Honor"
"James"	"M"	0.5	99.5	1924	1989	1022	1994	"Redfield, James"	"The Celestine Prophecy"
"Danielle"	"F"	99.3	0.7	1924	1989	1023	1994	"Steel, Danielle"	"The Gift"
"Stephen"	"M"	0.4	99.6	1924	1989	1024	1994	"King, Stephen"	"Insomnia"
"James Finn"	"M"	0.5	99.5	1924	1989	1025	1994	"Garner, James Finn"	"Politically Correct Bedtime Stories"
"Danielle"	"F"	99.3	0.7	1924	1989	1026	1994	"Steel, Danielle"	"Wings"
"Danielle"	"F"	99.3	0.7	1924	1989	1027	1994	"Steel, Danielle"	"Accident"
"James Robert"	"M"	0.5	99.5	1924	1989	1028	1994	"Waller, James Robert"	"The Bridges of Madison County"
"Michael"	"M"	0.5	99.5	1924	1989	1029	1994	"Crichton, Michael"	"Disclosure"
"Sidney"	"M"	8.3	91.7	1924	1989	1030	1994	"Sheldon, Sidney"	"Nothing Lasts Forever"
"Anne"	"F"	99.7	0.3	1924	1989	1031	1994	"Rice, Anne"	"Taltos"
"Dean"	"M"	1.6	98.4	1924	1989	1032	1994	"Koontz, Dean"	"Dark Rivers of the Heart"
"Mary Higgins"	"F"	99.6	0.4	1924	1989	1033	1994	"Clark, Mary Higgins"	"The Lottery Winner"
"Mary Higgins"	"F"	99.6	0.4	1924	1989	1034	1994	"Clark, Mary Higgins"	"Remember Me"
"Patricial"	"F"	0	0	1924	1989	1035	1994	"Cornwell, Patricial"	"The Body Farm"
"Sue"	"F"	99.6	0.4	1924	1989	1036	1994	"Grafton, Sue"	"K is for Killer"
"Barbara Taylor"	"F"	99.7	0.3	1924	1989	1037	1994	"Bradford, Barbara Taylor"	"Everything to Gain"
"Nelson"	"M"	0.7	99.3	1924	1989	1038	1994	"DeMille, Nelson"	"Spencerville"
"Dick"	"M"	0.2	99.8	1924	1989	1039	1994	"Francis, Dick"	"Wild Horses"
"Clive"	"M"	0	100	1924	1989	1040	1994	"Cussler, Clive"	"Inca Gold"
"Marlo"	"F"	72.6	27.4	1924	1989	1041	1994	"Morgan, Marlo"	"Mutant Message Down Under"
"Robert"	"M"	0.4	99.6	1924	1989	1042	1994	"Jordan, Robert"	"Lord of Chaos"
"Robin"	"F"	87.5	12.5	1924	1989	1043	1994	"Cook, Robin"	"Fatal Cure"
"Lavyrle"	"F"	0	0	1924	1989	1044	1994	"Spencer, LaVyrle"	"Family Blessings"
"John"	"M"	0.4	99.6	1925	1990	1045	1995	"Grisham, John"	"The Rainmaker"
"Michael"	"M"	0.5	99.5	1925	1990	1046	1995	"Crichton, Michael"	"The Lost World"
"Danielle"	"F"	99.4	0.6	1925	1990	1047	1995	"Steel, Danielle"	"Five Days in Paris"
"Richard Paul"	"M"	0.4	99.6	1925	1990	1048	1995	"Evans, Richard Paul"	"The Christmas Box"
"Danielle"	"F"	99.4	0.6	1925	1990	1049	1995	"Steel, Danielle"	"Lightning"
"James"	"M"	0.5	99.5	1925	1990	1050	1995	"Redfield, James"	"The Celestine Prophecy"
"Stephen"	"M"	0.4	99.6	1925	1990	1051	1995	"King, Stephen"	"Rose Madder"
"Mary Higgins"	"F"	99.6	0.4	1925	1990	1052	1995	"Clark, Mary Higgins"	"Silent Night"
"James Finn"	"M"	0.5	99.5	1925	1990	1053	1995	"Garner, James Finn"	"Politically Correct Holiday Stories"
"Nicholas"	"M"	0.5	99.5	1925	1990	1054	1995	"Evans, Nicholas"	"The Horse Whisperer"
"James Finn"	"M"	0.5	99.5	1925	1990	1055	1995	"Garner, James Finn"	"Politically Correct Bedtime Stories"
"Anne"	"F"	99.7	0.3	1925	1990	1056	1995	"Rice, Anne"	"Memnoch the Devil"
"Pat"	"M"	62.6	37.4	1925	1990	1057	1995	"Conroy, Pat"	"Beach Music"
"Patricia"	"F"	99.7	0.3	1925	1990	1058	1995	"Cornwell, Patricia"	"From Potter's Field"
"Sidney"	"M"	8.7	91.3	1925	1990	1059	1995	"Sheldon, Sidney"	"Morning, Noon, and Night"
"John"	"M"	0.4	99.6	1926	1991	1060	1996	"Grisham, John"	"The Runaway Jury"
"Tom"	"M"	0.4	99.6	1926	1991	1061	1996	"Clancy, Tom"	"Executive Orders"
"Stephen"	"M"	0.4	99.6	1926	1991	1062	1996	"King, Stephen"	"Desperation"
"Michael"	"M"	0.5	99.5	1926	1991	1063	1996	"Crichton, Michael"	"Airframe"
"Richard"	"M"	0.4	99.6	1926	1991	1064	1996	"Bachman, Richard"	"The Regulators"
"Danielle"	"F"	99.4	0.6	1926	1991	1065	1996	"Steel, Danielle"	"Malice"
"Danielle"	"F"	99.4	0.6	1926	1991	1066	1996	"Steel, Danielle"	"Silent Honor"
"Anonymous"	"M"	0	0	1926	1991	1067	1996	"Anonymous"	"Primary Colors"
"Patricia"	"F"	99.7	0.3	1926	1991	1068	1996	"Cornwell, Patricia"	"Cause of Death"
"James"	"M"	0.5	99.5	1926	1991	1069	1996	"Redfield, James"	"The Tenth Insight"
"Jacquelyn"	"F"	99.8	0.2	1926	1991	1070	1996	"Mitchard, Jacquelyn"	"The Deep End of the Ocean"
"Terry"	"M"	19.1	80.9	1926	1991	1071	1996	"McMillan, Terry"	"How Stella Got Her Groove Back"
"Mary Higgins"	"F"	99.6	0.4	1926	1991	1072	1996	"Clark, Mary Higgins"	"Moonlight Becomes You"
"Mary Higgins"	"F"	99.6	0.4	1926	1991	1073	1996	"Clark, Mary Higgins"	"My Gal Sunday"
"James"	"M"	0.5	99.5	1926	1991	1074	1996	"Redfield, James"	"The Celestine Prophecy"
